mastr_id,Anzeigename,norm_name,Energietraeger,Nettonennleistung_MW,Postleitzahl,Ort
SEE922767690112,Oberpeiching M1,oberpeiching m1,Wasser,6.145,86698,Oberndorf
SEE925074451797,KW Laufenburg Maschine 10,kw laufenburg maschine 10,Wasser,10.442,5080,Laufenburg
SEE928263467494,016 BHKW Modul 2,016 bhkw modul 2,Erdgas,2.05,53127,Bonn
SEE932773773501,ZF-FRD-W04-G32-Prüfstand-A05,zf-frd-w04-g32-prüfstand-a05,Mineraloelprodukte,1.672,88046,Friedrichshafen
SEE922914399295,Mercer Rosenthal,mercer rosenthal,Biomasse,53.1,07366,Rosenthal
SEE923244371197,Heizkraftwerk Leipzig Nord GT81,heizkraftwerk leipzig nord gt81,Erdgas,63.54,04105,Leipzig
SEE924756001060,BioHKW I,biohkw i,Biomasse,8.6,89077,Ulm
SEE925723270861,HDH_004_Industrieheizkraftwerk-Heidenheim_GM1,hdh_004_industrieheizkraftwerk-heidenheim_gm1,Erdgas,4.225,89522,Heidenheim
SEE929967552172,KW Wehr MS A9,kw wehr ms a9,Pumpspeicher,227.5,79664,Wehr
SEE936443066245,Müllheizkraftwerk Ulm-Donautal Turbine,müllheizkraftwerk ulm-donautal turbine,Abfall,8.7,89079,Ulm
SEE957253837467,KW Waldshut MS A6,kw waldshut ms a6,Pumpspeicher,44.0,79761,Waldshut-Tiengen
SEE960175509510,BHKW Hastedt Motor 07,bhkw hastedt motor 07,Erdgas,11.6794,28207,Bremen
SEE963192915654,"HKW Pfaffenwald, Generator 43",hkw pfaffenwald generator 43,Waerme,2.4,70569,Stuttgart
SEE964170331206,MHKW Coburg,mhkw coburg,Abfall,10.6,96450,Coburg
SEE968458734758,Vianden M8,vianden m8,Pumpspeicher,100.0,9463,Stolzembourg
SEE929161243203,Staudinger 5,staudinger 5,Steinkohle,522.0,63538,Großkrotzenburg
SEE929182899328,Prüfstände Brühl 3/52,prüfstände brühl 3 52,Mineraloelprodukte,20.758,73733,Esslingen
SEE931704712701,BESS Balzhausen 2 green flexibility,bess balzhausen 2 green flexibility,Batteriespeicher,38.3,86483,Balzhausen
SEE932657881513,KWK-Anlage Gasturbine 1,kwk-anlage gasturbine 1,Erdgas,4.811,49638,Nortrup
SEE937617144974,IN_N19_KWKK_GT1,in_n19_kwkk_gt1,Erdgas,4.985,85057,Ingolstadt
SEE953266686481,T2,t2,Steinkohle,9.545,24534,Neumünster
SEE956906670420,BMHKW Bergkamen,bmhkw bergkamen,Biomasse,18.472,59192,Bergkamen
SEE922473273890,WKW Säckingen M4,wkw säckingen m4,Wasser,23.0,79713,Bad Säckingen
SEE961706754454,Kraftwerk Jochenstein MS4,kraftwerk jochenstein ms4,Wasser,26.4,94107,Untergriesbach
SEE964447287038,HKW Gasturbine 2,hkw gasturbine 2,Erdgas,4.894,17489,Greifswald
SEE965551192713,HKW Linden GT3,hkw linden gt3,Erdgas,70.0,30449,Hannover
SEE966844914388,Großkayna GT1,großkayna gt1,Mineraloelprodukte,45.625,06242,Großkayna
SEE968493660913,Kraftwerk Wasserburg MS4 20 kV,kraftwerk wasserburg ms4 20 kv,Wasser,4.82,83512,Wasserburg
SEE972034775981,Biomass Heizkraftwerk Recklinghausen,biomass heizkraftwerk recklinghausen,Biomasse,18.0,45665,Recklinghausen
SEE976362409624,BES GRO,bes gro,Batteriespeicher,16.425,04539,Groitzsch
SEE930267705700,WKW Rudolf-Fettweis-Werk PSW Schwarzenbach M6,wkw rudolf-fettweis-werk psw schwarzenbach m6,Pumpspeicher,21.5,76596,Forbach
SEE930673793902,Bergkamen A,bergkamen a,Steinkohle,720.0,59192,Bergkamen
SEE933361522259,Kraftwerk Marbach MAR 4,kraftwerk marbach mar 4,Mineraloelprodukte,306.5,71672,Marbach
SEE937685363109,Eitting E F1,eitting e f1,Wasser,9.0,85462,Eitting
SEE943021591570,Kraftwerk Wasserburg MS2 20 kV,kraftwerk wasserburg ms2 20 kv,Wasser,4.82,83512,Wasserburg
SEE946583344691,KWK 6,kwk 6,Erdgas,4.5,84130,Dingolfing
SEE951160693116,Gasmotor 5 Jena,gasmotor 5 jena,Erdgas,12.175,07745,Jena
SEE957769851605,HKW West Turbine 5,hkw west turbine 5,Erdgas,39.137,60327,Frankfurt
SEE958519166192,ET HO4,et ho4,Sonstige Energietraeger (nicht erneuerbar),9.52,66763,Dillingen
SEE940316838242,Batteriespeicher,batteriespeicher,Batteriespeicher,12.5,92723,Tännesberg
SEE945563004310,GM3,gm3,Erdgas,3.285,83022,Rosenheim
SEE925599434282,Neurath F,neurath f,Braunkohle,1060.0,41517,Grevenbroich
SEE927032372373,"MHKW, Generator 1",mhkw generator 1,Abfall,7.0,27570,Bremerhaven
SEE927407069969,Kraftwerk Wasserburg MS2 110 kV,kraftwerk wasserburg ms2 110 kv,Wasser,4.82,83512,Wasserburg
SEE933402065318,KWK 4 Geb. 192.0,kwk 4 geb 192 0,Erdgas,4.13,84130,Dingolfing
SEE935949048892,WKW Rudolf-Fettweis-Werk Murgwerk M1,wkw rudolf-fettweis-werk murgwerk m1,Wasser,4.4,76596,Forbach
SEE938153286029,Kachlet K6,kachlet k6,Wasser,6.7125,94034,Passau
SEE935976236132,Kachlet K3,kachlet k3,Wasser,6.7125,94034,Passau
SEE937353642390,Kraftwerk Wasserburg MS1 110 kV,kraftwerk wasserburg ms1 110 kv,Wasser,4.82,83512,Wasserburg
SEE937360320199,Detzem Maschine 2,detzem maschine 2,Wasser,6.0,54340,Detzem
SEE941850023651,Dampfturbine III Südzucker Offstein,dampfturbine iii südzucker offstein,Waerme,2.5914,67283,Obrigheim
SEE943297204990,ZF-SBR-GuD-Heizkraftwerk,zf-sbr-gud-heizkraftwerk,Erdgas,38.6102,66117,Saarbrücken
SEE943952259648,Boehringer Ingelheim - J41 - GT12/AK12,boehringer ingelheim - j41 - gt12 ak12,Erdgas,4.223,88400,Biberach
SEE944518084070,Kachlet K5,kachlet k5,Wasser,6.7125,94034,Passau
SEE942581404276,HDH_004_Industrieheizkraftwerk-Heidenheim_GM2,hdh_004_industrieheizkraftwerk-heidenheim_gm2,Erdgas,4.225,89522,Heidenheim
SEE945740636167,Generator 1,generator 1,Erdgas,20.0,29525,Uelzen
SEE946142465416,TögingNeu MS2,tögingneu ms2,Wasser,40.0,84513,Töging
SEE930751125922,Generator 2,generator 2,Erdgas,13.0,31171,Nordstemmen
SEE933011205846,Biomethan BHKW 4 Hannover Stöcken,biomethan bhkw 4 hannover stöcken,Biomasse,4.5,30419,Hannover
SEE933223725231,Erzeugungsanlage FHW Ratingen West Modul 1,erzeugungsanlage fhw ratingen west modul 1,Erdgas,2.0,40878,Ratingen
SEE938669585906,Kraftwerk Jänschwalde Block B,kraftwerk jänschwalde block b,Braunkohle,500.0,03185,Teichland
SEE976880282228,HKW Sandreuth (DT2),hkw sandreuth,Erdgas,39.5,90441,Nürnberg
SEE977346043964,Bringhausen M3 F1,bringhausen m3 f1,Pumpspeicher,35.0,34549,Edertal
SEE978934537223,Dieselaggregat 3,dieselaggregat 3,Mineraloelprodukte,1.615,58636,Iserlohn
SEE921785427038,T/G 6,t g 6,Mineraloelprodukte,12.0,46147,Oberhausen
SEE922429625575,Kraftwerk Egglfing-Obernberg MS4,kraftwerk egglfing-obernberg ms4,Wasser,13.45,94072,Bad Füssing
SEE923271533315,RZR II Turbine3,rzr ii turbine3,Abfall,23.5,45699,Herten
SEE924235173530,GT1,gt1,Erdgas,6.41,67547,Worms
SEE929404505242,KW Rheinfelden Maschine 2,kw rheinfelden maschine 2,Wasser,22.9,4310,Rheinfelden
SEE980525088564,UER N230 NST3,uer n230 nst3,Erdgas,32.2,47829,Krefeld
SEE985755138850,Saalachkraftwerk E5,saalachkraftwerk e5,Wasser,1.28,83435,Bad Reichenhall
SEE988429673565,TREA Breisgau,trea breisgau,Abfall,17.0,79427,Eschbach
SEE988601422752,Gasmotor 1 Jena,gasmotor 1 jena,Erdgas,12.175,07745,Jena
SEE993116568932,Batteriespeicher Neurath,batteriespeicher neurath,Batteriespeicher,80.0,41517,Grevenbroich
SEE993301547841,UER N230 NST4,uer n230 nst4,Erdgas,29.0,47829,Krefeld
SEE993592183001,Neurath G,neurath g,Braunkohle,1060.0,41517,Grevenbroich
SEE963848288279,Dampfturbine Block 3,dampfturbine block 3,Abfall,33.5,39126,Magdeburg
SEE929003106239,Dampfturbine I Südzucker Rain,dampfturbine i südzucker rain,Waerme,4.615,86641,Rain
SEE931375347240,SMAREG 1,smareg 1,Batteriespeicher,10.0,99867,Gotha
SEE931699316403,Dingolfing K1,dingolfing k1,Wasser,5.0,84130,Dingolfing
SEE932265704129,GT2,gt2,Erdgas,23.125,17034,Neubrandenburg
SEE934189578992,Sonae Arauco Beeskow GmbH,sonae arauco beeskow gmbh,Biomasse,15.8,15848,Beeskow
SEE934554511586,Felix Schoeller GmbH & Co.KG Weißenborn GT2,felix schoeller gmbh co kg weißenborn gt2,Erdgas,5.083,09600,Weißenborn
SEE961057667205,Gasturbine Kraftwerk,gasturbine kraftwerk,Erdgas,10.37,64747,Breuberg
SEE962597527578,Kachlet K1,kachlet k1,Wasser,6.7125,94034,Passau
SEE965799757125,Speicher Jerchel West - Teilanlage 2,speicher jerchel west - teilanlage 2,Batteriespeicher,5.6,14715,Milower Land
SEE975464070619,GT1,gt1,Erdgas,23.761,17034,Neubrandenburg
SEE975862748837,WKW Rudolf-Fettweis-Werk Murgwerk M2,wkw rudolf-fettweis-werk murgwerk m2,Wasser,4.4,76596,Forbach
SEE976589352260,Müllheizkraftwerk Kassel M8,müllheizkraftwerk kassel m8,Abfall,14.7,34123,Kassel
SEE936364054154,P18,p18,Erdgas,2.3,68167,Mannheim
SEE936502086450,IPH Strom GTX 7,iph strom gtx 7,Erdgas,89.389,65929,Frankfurt
SEE937254014852,IPH Strom CoFA BHKW 1,iph strom cofa bhkw 1,Biomasse,1.3725,65929,Frankfurt
SEE938443144244,Dornau K2,dornau k2,Wasser,5.655,86956,Schongau
SEE941568476039,Turbosatz 1,turbosatz 1,Abfall,46.0,50735,Köln
SEE942226311273,GuD-Block 2,gud-block 2,Erdgas,36.0,18069,Rostock
SEE945217244789,SWM HKW Freimann GT11,swm hkw freimann gt11,Erdgas,52.451,80807,München
SEE947245249934,Batteriespeicher Reisgang,batteriespeicher reisgang,Batteriespeicher,15.0,85276,Hettenshausen
SEE956596589897,Speicher Karstädt,speicher karstädt,Batteriespeicher,20.7,19357,Karstädt
SEE961620762023,DA_HKW_01,da_hkw_01,Erdgas,10.0,64293,Darmstadt
SEE965528786747,Kraftwerk Jochenstein MS3,kraftwerk jochenstein ms3,Wasser,26.4,94107,Untergriesbach
SEE967558939506,Saalachkraftwerk E1,saalachkraftwerk e1,Wasser,1.28,83435,Bad Reichenhall
SEE969051180959,Dampfturbine I Südzucker Offstein,dampfturbine i südzucker offstein,Waerme,12.0932,67283,Obrigheim
SEE971138728251,GBS KW Herne,gbs kw herne,Batteriespeicher,15.0,44653,Herne
SEE971499223693,Kraftwerk Jochenstein MS2,kraftwerk jochenstein ms2,Wasser,26.4,94107,Untergriesbach
SEE944429192826,SEE944429192826 (MHKW Burgkirchen (Müllverbrennung)),see944429192826,Abfall,12.8,84508,Burgkirchen
SEE958806714600,Biomethan BHKW 3 Hannover Stöcken,biomethan bhkw 3 hannover stöcken,Biomasse,2.0,30419,Hannover
SEE967243760361,Dampfturbine 3,dampfturbine 3,Erdgas,13.49,37412,Herzberg
SEE918373264410,BHKW GT-Ost,bhkw gt-ost,Erdgas,30.7,86167,Augsburg
SEE919104957342,HKW Buch Gasturbine,hkw buch gasturbine,Erdgas,7.54,13125,Berlin
SEE920753145547,bnBm GasKW BIB GT4,bnbm gaskw bib gt4,Erdgas,34.4,68647,Biblis
SEE947399244915,Field Waldkappel,field waldkappel,Batteriespeicher,16.0,37284,Waldkappel
SEE950309975076,Kraftwerk SI DT3,kraftwerk si dt3,Waerme,7.5,31515,Wunstorf
SEE952340290002,Felix Schoeller GmbH & Co.KG Weißenborn DT,felix schoeller gmbh co kg weißenborn dt,Erdgas,3.343,09600,Weißenborn
SEE954883124240,DT,dt,Erdgas,6.303,41460,Neuss
SEE955696590697,BMKW Königs Wusterhausen,bmkw königs wusterhausen,Biomasse,17.7,15711,Königs Wusterhausen
SEE956527009524,GuD West 50 Dampfturbine,gud west 50 dampfturbine,Waerme,48.99,38440,Wolfsburg
SEE958711841521,Felix Schoeller GmbH & Co.KG Weißenborn GT3,felix schoeller gmbh co kg weißenborn gt3,Erdgas,5.2,09600,Weißenborn
SEE959264884584,Bertoldsheim E K1,bertoldsheim e k1,Wasser,6.3,86643,Rennertshofen
SEE931478434564,Müden Maschine 4,müden maschine 4,Wasser,4.1,56254,Müden
SEE939848582457,HKW FFO GM5,hkw ffo gm5,Erdgas,10.3584,15236,Frankfurt
SEE940081190514,Gasturbine 3,gasturbine 3,Erdgas,4.368,66606,St. Wendel
SEE945150729886,RZR I Turbine1,rzr i turbine1,Abfall,14.88,45699,Herten
SEE946976628933,Prem K(Ro)2,prem k 2,Wasser,6.4,86983,Lechbruck
SEE954066913074,Batteriespeicher-Park Worms,batteriespeicher-park worms,Batteriespeicher,30.0,67547,Worms
SEE964745752825,HKW III  Block A,hkw iii block a,Erdgas,35.0,47249,Duisburg
SEE969263477915,Motor 6,motor 6,Biomasse,3.054,28870,Ottersberg
SEE973931205885,GSH Green Steam Hürth - Stromerzeugung nach KWKG,gsh green steam hürth - stromerzeugung nach kwkg,Abfall,18.3,50354,Hürth
SEE974038381946,BESS Krumpa I,bess krumpa i,Batteriespeicher,46.332,06242,Krumpa
SEE975507584615,GKM Block 8,gkm block 8,Steinkohle,435.0,68199,Mannheim
SEE976944273018,"Rollenprüfstand 1, Gebäude 38",rollenprüfstand 1 gebäude 38,Mineraloelprodukte,1.36,76744,Wörth
SEE980915157566,Heizkraftwerk Leipzig Süd GTA 9B,heizkraftwerk leipzig süd gta 9b,Erdgas,66.02,04279,Leipzig
SEE976753443961,H78C Thermofunktionskanal Rollenprüfstand,h78c thermofunktionskanal rollenprüfstand,Mineraloelprodukte,1.0,38440,Wolfsburg
SEE969792129750,129870 Modul 2,129870 modul 2,Erdgas,4.44,76744,Wörth
SEE971164680486,DT1,dt1,Erdgas,25.517,01987,Schwarzheide
SEE974979035090,Kraftwerk Egglfing-Obernberg MS6,kraftwerk egglfing-obernberg ms6,Wasser,13.45,94072,Bad Füssing
SEE975539952376,KW Ryburg-Schwörstadt M2,kw ryburg-schwörstadt m2,Wasser,28.15,79739,Schwörstadt
SEE978187174503,Kraftwerk Oberaudorf-Ebbs MS1,kraftwerk oberaudorf-ebbs ms1,Wasser,30.0,83080,Oberaudorf
SEE981109871657,HKW Moabit Dampfturbine,hkw moabit dampfturbine,Steinkohle,89.0,13353,Berlin
SEE947020088925,KWK HS Timber,kwk hs timber,Biomasse,5.552,02923,Kodersdorf
SEE949459256067,Kraftwerk Perach MS2,kraftwerk perach ms2,Wasser,6.466,84567,Perach
SEE926897163430,01 Std GT2,01 std gt2,Erdgas,44.975,21683,Stade
SEE929077603696,GuD Lichterfelde Dampfturbine,gud lichterfelde dampfturbine,Waerme,115.0,12207,Berlin
SEE929198153032,Rheinfelden Gasturbine,rheinfelden gasturbine,Erdgas,9.25,79618,Rheinfelden
SEE932127408097,Generator Zorbau,generator zorbau,Abfall,27.2,06686,Lützen
SEE933303289677,PSW Wendefurth PSS A,psw wendefurth pss a,Pumpspeicher,39.9,06502,Thale
SEE937078173100,GT-Anlage1,gt-anlage1,Erdgas,7.8015,34474,Diemelstadt
SEE977613214097,SN-Süd-GUD-GT01,sn-süd-gud-gt01,Erdgas,22.6683,19061,Schwerin
SEE969511682320,HKW FFO GM2,hkw ffo gm2,Erdgas,10.3584,15236,Frankfurt
SEE971943692655,ST_HKW_T8,st_hkw_t8,Steinkohle,21.645,63811,Stockstadt
SEE977770417713,T3,t3,Abfall,12.522,24534,Neumünster
SEE984166693200,Boehringer Ingelheim - 6482 - PSI - KWK,boehringer ingelheim - 6482 - psi - kwk,Abfall,12.0,55218,Ingelheim
SEE946492105505,Kraftwerk Braunau-Simbach MS1,kraftwerk braunau-simbach ms1,Wasser,25.6,84375,Kirchdorf
SEE948351715917,GuD Herne,gud herne,Erdgas,608.0,44653,Herne
SEE948936460041,Saalachkraftwerk D1,saalachkraftwerk d1,Wasser,1.593,83435,Bad Reichenhall
SEE921008505376,Gasmotoren-Blockheizkraftwerk II (Generator 2),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE923801709234,Batterie Schwabmünchen,batterie schwabmünchen,Batteriespeicher,16.0,86830,Schwabmünchen
SEE924302504816,"HKW Bonn-Nord, Turbogruppe 4",hkw bonn-nord turbogruppe 4,Waerme,12.12,53115,Bonn
SEE926090463146,HKW Charlottenburg Gasturbine 4,hkw charlottenburg gasturbine 4,Erdgas,72.0,10589,Berlin
SEE926239714443,DT Kre,dt kre,Erdgas,25.714,47809,Krefeld
SEE946979186225,Triebwerk Gars,triebwerk gars,Wasser,5.0,83536,Gars
SEE947853008176,Vianden M7,vianden m7,Pumpspeicher,100.0,9463,Stolzembourg
SEE951802406722,GTS5,gts5,Erdgas,7.3777,49479,Ibbenbüren
SEE964673859078,Bergheim E K1,bergheim e k1,Wasser,7.9,86673,Bergheim
SEE966349705634,Heizkraftwerk Stuttgart-Münster GT 88,heizkraftwerk stuttgart-münster gt 88,Erdgas,61.0,70376,Stuttgart
SEE973556997929,KW Laufenburg Maschine 3,kw laufenburg maschine 3,Wasser,10.442,5080,Laufenburg
SEE978207781308,GuD Merkenich RheinEnergie,gud merkenich rheinenergie,Erdgas,108.2,50769,Köln
SEE981577033014,KW Laufenburg Maschine 9,kw laufenburg maschine 9,Wasser,10.442,5080,Laufenburg
SEE986633590692,GT1 CTX,gt1 ctx,Erdgas,5.155,27318,Hoya
SEE956268312785,Kondensationsturbine EKT,kondensationsturbine ekt,Waerme,30.0,06406,Bernburg
SEE957509710094,AHKW-Neunkirchen,ahkw-neunkirchen,Abfall,11.6,66538,Neunkirchen
SEE964721515031,Kaufering K(Ro)1,kaufering k 1,Wasser,5.567,86916,Kaufering
SEE967390177067,GOES Anlagen Dotternhausen Blöcke 1+2+3+4,goes anlagen dotternhausen blöcke 1 2 3 4,Mineraloelprodukte,15.0,72359,Dotternhausen
SEE968035471069,Motor 7,motor 7,Biomasse,3.054,28870,Ottersberg
SEE926471060193,Kraftwerk UB DT1,kraftwerk ub dt1,Waerme,11.3,36414,Unterbreizbach
SEE931652054403,IPH Strom GT2,iph strom gt2,Waerme,4.2,65929,Frankfurt
SEE934530018092,HKW Wedel Block 2,hkw wedel block 2,Steinkohle,116.0,22880,Wedel
SEE955261480668,illwerke vkw Latschauwerk M1,illwerke vkw latschauwerk m1,Wasser,4.0,A-6774,Tschagguns
SEE955548455112,Restmüllheizkraftwerk,restmüllheizkraftwerk,Waerme,12.6,71032,Böblingen
SEE956127306573,KW Kühtai - Maschine 1,kw kühtai - maschine 1,Pumpspeicher,144.5,6183,Kühtai
SEE956682707471,Gummering K3,gummering k3,Wasser,5.5,84183,Niederviehbach
SEE960955163109,0067 - STW - BHKW - KWK,0067 - stw - bhkw - kwk,Erdgas,2.419,47906,Kempen
SEE964940893804,GBS KW Walsum,gbs kw walsum,Batteriespeicher,15.0,47179,Duisburg
SEE982064018118,Gasturbine 2,gasturbine 2,Erdgas,14.5,56727,Mayen
SEE920201147345,Kraftwerk WI DT5,kraftwerk wi dt5,Waerme,5.0,36266,Heringen
SEE922981583535,HKW-West Gasturbine 1,hkw-west gasturbine 1,Erdgas,5.1,32657,Lemgo
SEE923129957027,Mitte BHKW 2 Modul 3,mitte bhkw 2 modul 3,Erdgas,4.472,47053,Duisburg
SEE943538028071,BHKW Leipzig Nord,bhkw leipzig nord,Erdgas,1.999,04105,Leipzig
SEE944111876263,PPO1 - Eisenhüttenstadt,ppo1 - eisenhüttenstadt,Abfall,32.0,15890,Eisenhüttenstadt
SEE945113079652,WKW Rudolf-Fettweis-Werk NDW M2,wkw rudolf-fettweis-werk ndw m2,Wasser,1.27,76596,Forbach
SEE945933440847,Wuppertal Kraftwerk Turbine 4,wuppertal kraftwerk turbine 4,Erdgas,5.5,42289,Wuppertal
SEE950450991048,Roßhaupten SKW K1,roßhaupten skw k1,Wasser,22.75,87672,Roßhaupten
SEE950689982695,SN-Süd-GUD-GT02,sn-süd-gud-gt02,Erdgas,22.6683,19061,Schwerin
SEE950988570012,Kachlet K4,kachlet k4,Wasser,6.7125,94034,Passau
SEE955053582136,GuD West 40 Dampfturbine,gud west 40 dampfturbine,Waerme,48.99,38440,Wolfsburg
SEE985733267343,Erdgas BHKW KLA Bottrop Ag. 3,erdgas bhkw kla bottrop ag 3,Erdgas,2.676,46238,Bottrop
SEE988841475051,HKW Witzenhausen,hkw witzenhausen,Abfall,28.0,37213,Witzenhausen
SEE920046158025,GS Solargarten,gs solargarten,Batteriespeicher,14.2,34266,Niestetal
SEE922153723905,Heizkraftwerk I,heizkraftwerk i,Erdgas,21.45,46045,Oberhausen
SEE926125006225,Landau K2,landau k2,Wasser,4.2,94431,Pilsting
SEE931044787582,Generator 3,generator 3,Erdgas,3.0,38315,Schladen
SEE934842271741,Batteriespeicher Jackerath,batteriespeicher jackerath,Batteriespeicher,4.05,50181,Bedburg
SEE936668903264,BHKW1,bhkw1,Erdgas,20.543,89077,Ulm
SEE955310827123,Heizkraftwerk Leipzig Nord DT8B,heizkraftwerk leipzig nord dt8b,Erdgas,25.249,04105,Leipzig
SEE966920434281,Gasturbine 12,gasturbine 12,Erdgas,50.1,24939,Flensburg
SEE967019106539,Lehmen Maschine 2,lehmen maschine 2,Wasser,5.0,56332,Niederfell
SEE968058469012,GT 3,gt 3,Erdgas,5.167,33332,Gütersloh
SEE969005744404,FSN1-DC22-NEA,fsn1-dc22-nea,Mineraloelprodukte,1.8,08223,Falkenstein
SEE969023487444,Generator 2,generator 2,Erdgas,4.1,65203,Wiesbaden
SEE951401550147,Heizkraftwerk Stuttgart-Münster GT 17,heizkraftwerk stuttgart-münster gt 17,Mineraloelprodukte,23.3,70376,Stuttgart
SEE956908340703,Eitting D F2,eitting d f2,Wasser,9.0,85462,Eitting
SEE958261845871,NEC_WERK_PST_NORD,nec_werk_pst_nord,Mineraloelprodukte,2.134,74172,Neckarsulm
SEE961989517128,Bad Düben Battery Storage,bad düben battery storage,Batteriespeicher,13.883,04849,Bad Düben
SEE969507902654,Kraftwerk Wasserburg MS1 20 kV,kraftwerk wasserburg ms1 20 kv,Wasser,4.82,83512,Wasserburg
SEE970305352633,Dampfturbine III Südzucker Zeitz,dampfturbine iii südzucker zeitz,Waerme,16.85,06712,Zeitz
SEE970688261195,01 Std ST1,01 std st1,Waerme,14.0,21683,Stade
SEE901205245022,"Motor-Heizkraftwerk Chemnitz-Süd, Motor 3",motor-heizkraftwerk chemnitz-süd motor 3,Erdgas,12.7314,09125,Chemnitz
SEE902522034610,HKW Karcherstraße (GT14),hkw karcherstraße,Erdgas,8.5,67655,Kaiserslautern
SEE906917494423,ECOspeicher Au,ecospeicher au,Batteriespeicher,6.9,87477,Sulzberg
SEE907686447658,Sperrenkraftwerk Wehr,sperrenkraftwerk wehr,Wasser,1.2,79664,Wehr
SEE911202451180,Kraftwerk Werdohl-Elverlingsen E1,kraftwerk werdohl-elverlingsen e1,Mineraloelprodukte,98.0,58791,Werdohl
SEE918506212059,Gasmotoren Danziger Straße,gasmotoren danziger straße,Erdgas,8.8105,46045,Oberhausen
SEE927282130440,Gasmotorenkraftwerk Römerbrücke,gasmotorenkraftwerk römerbrücke,Erdgas,52.496,66121,Saarbrücken
SEE930522848685,GT3,gt3,Erdgas,37.0,06237,Leuna
SEE947745452346,Dampfgeneratorturbine 2,dampfgeneratorturbine 2,Erdgas,7.9,84489,Burghausen
SEE937538401125,Maschine 3,maschine 3,Mineraloelprodukte,12.7,76187,Karlsruhe
SEE942237774470,Gersteinwerk F DT (F2),gersteinwerk f dt,Erdgas,355.0,59368,Werne
SEE944523267864,NEZ Adlershof Modul 1,nez adlershof modul 1,Erdgas,1.97,12489,Berlin
SEE945093389369,"Kraftwerk IV, GT 421",kraftwerk iv gt 421,Erdgas,47.0,45772,Marl
SEE947894664195,GT2,gt2,Erdgas,4.459,63225,Langen
SEE949685414514,P87,p87,Erdgas,1.6,68167,Mannheim
SEE915847711449,bnBm GasKW BIB GT6,bnbm gaskw bib gt6,Erdgas,34.4,68647,Biblis
SEE916508151147,BHKW Ford Saarlouis Modul 5,bhkw ford saarlouis modul 5,Erdgas,4.322,66740,Saarlouis
SEE982462684892,Ettling K1,ettling k1,Wasser,4.1,94522,Wallersdorf
SEE938449433663,Kraftwerk GRI,kraftwerk gri,Erdgas,7.2,85092,Kösching
SEE941054035436,Kraftwerk Passau-Ingling MS4,kraftwerk passau-ingling ms4,Wasser,21.6,94036,Passau
SEE941115201374,BHKW Potsdam-Nord 2,bhkw potsdam-nord 2,Erdgas,4.45,14471,Potsdam
SEE954169155876,Heizkraftwerk-Offenbach-EVO,heizkraftwerk-offenbach-evo,Steinkohle,49.0,63067,Offenbach
SEE955802157592,HK_001_Industrieheizkraftwerk-Walsrode_BHKW-GM2,hk_001_industrieheizkraftwerk-walsrode_bhkw-gm2,Erdgas,3.2,29699,Walsrode
SEE944503176377,Heizkraftwerk  Altbach/Deizisau HKW 1,heizkraftwerk altbach deizisau hkw 1,Steinkohle,433.0,73776,Altbach
SEE947225300921,GT1,gt1,Erdgas,37.0,06237,Leuna
SEE950208762586,Untereichen F1,untereichen f1,Wasser,4.0,89281,Altenstadt
SEE950477241393,DT,dt,Erdgas,74.0,01159,Dresden
SEE952058615067,Solvay Rb TA1,solvay rb ta1,Erdgas,54.0,47495,Rheinberg
SEE953987748918,Mitte BHKW 2 Modul 6,mitte bhkw 2 modul 6,Erdgas,4.472,47053,Duisburg
SEE957083466325,SWD KWL AGuD,swd kwl agud,Erdgas,100.0,40221,Düsseldorf
SEE959044776498,Mitte BHKW 2 Modul 5,mitte bhkw 2 modul 5,Erdgas,4.472,47053,Duisburg
SEE959576281422,Knapsack I - Dampfturbine - DT 10,knapsack i - dampfturbine - dt 10,Erdgas,290.0,50354,Hürth
SEE962877818310,Heizkraftwerk Stuttgart-Münster DT 19,heizkraftwerk stuttgart-münster dt 19,Erdgas,19.5,70376,Stuttgart
SEE963454497492,Dampfturbine 2 Jena,dampfturbine 2 jena,Erdgas,39.0,07745,Jena
SEE972750176482,KWK 5 Geb. 192.0,kwk 5 geb 192 0,Erdgas,4.5,84130,Dingolfing
SEE973007329446,Boehringer Ingelheim - H111 - GT51/AK51,boehringer ingelheim - h111 - gt51 ak51,Erdgas,4.471,88400,Biberach
SEE975648364909,WKW Säckingen M3,wkw säckingen m3,Wasser,23.0,79713,Bad Säckingen
SEE944923156256,WKW Unteropfingen M2,wkw unteropfingen m2,Wasser,3.325,88457,Kirchdorf
SEE945451865368,KW Säckingen A8,kw säckingen a8,Pumpspeicher,90.0,79713,Bad Säckingen
SEE951648072822,ZASt,zast,Abfall,12.1,98544,Zella-Mehlis
SEE951078548935,0050 - STW - BHKW - KWK,0050 - stw - bhkw - kwk,Erdgas,3.313,47906,Kempen
