mastr_id,Anzeigename,norm_name,Energietraeger,Nettonennleistung_MW,Postleitzahl,Ort
SEE971746670720,Fankel Maschine 1,fankel maschine 1,Wasser,4.1,56814,Bruttig-Fankel
SEE972880386287,Speicher 3,speicher 3,Batteriespeicher,20.0,25821,Reußenköge
SEE963815106018,Mercer Stendal TG 2,mercer stendal tg 2,Biomasse,45.762,39596,Arneburg
SEE994477053693,Turbosatz 3,turbosatz 3,Erdgas,4.831,86833,Ettringen
SEE994826833730,Küstenkraftwerk K.I.E.L Motor 19,küstenkraftwerk k i e l motor 19,Erdgas,9.456,24149,Kiel
SEE999588015110,Turbine 3,turbine 3,Abfall,26.0,60439,Frankfurt
SEE968984873471,P34,p34,Erdgas,1.32,68167,Mannheim
SEE977514334252,Müllheizkraftwerk Offenbach Turbine 2,müllheizkraftwerk offenbach turbine 2,Abfall,2.12,63069,Offenbach
SEE980645990990,W059-RD_Geb. 130/8_3001-3032,w059-rd_geb 130 8_3001-3032,Mineraloelprodukte,9.826,70327,Stuttgart
SEE983926102600,PST_210,pst_210,Erdgas,4.4175,88048,Friedrichshafen
SEE985446296883,Neef Maschine 4,neef maschine 4,Wasser,4.1,56858,Neef
SEE987326760026,Generator 1,generator 1,Erdgas,17.65,31249,Hohenhameln
SEE957726925516,Dampfturbineneinheit 3,dampfturbineneinheit 3,Abfall,4.44,42655,Solingen
SEE958354990617,BES ELS,bes els,Batteriespeicher,20.295,06729,Elsteraue
SEE959343099212,Kraftwerk Kirchlengern_GT1,kraftwerk kirchlengern_gt1,Erdgas,102.0,32278,Kirchlengern
SEE964242179781,Gersteinwerk K,gersteinwerk k,Erdgas,112.0,59368,Werne
SEE969190320896,Pielweichs K1,pielweichs k1,Wasser,4.2,94447,Plattling
SEE969468708715,BESS Leuna 4,bess leuna 4,Batteriespeicher,46.332,06217,Merseburg
SEE991358537341,Enkirch Maschine 3,enkirch maschine 3,Wasser,4.6,56850,Enkirch
SEE991939746742,Langenprozelten E F1,langenprozelten e f1,Pumpspeicher,82.0,97737,Gemünden
SEE992980224760,KWK Adlershof Modul 1,kwk adlershof modul 1,Erdgas,4.39,12489,Berlin
SEE994351082467,"Kraftwerk VI, Block 61, DT610",kraftwerk vi block 61 dt610,Erdgas,35.7,45772,Marl
SEE996136363488,GT12,gt12,Erdgas,46.5,64293,Darmstadt
SEE998402334093,Batterie HKW Bi Hybrid,batterie hkw bi hybrid,Batteriespeicher,7.5,33611,Bielefeld
SEE965922127559,Trier Maschine 1,trier maschine 1,Wasser,4.7,54294,Trier
SEE966264899036,FHKW DT5,fhkw dt5,Waerme,9.1443,67063,Ludwigshafen
SEE971949289934,Prüfstand 5,prüfstand 5,Erdgas,3.15,86165,Augsburg
SEE974889284021,Expansionsturbinen S,expansionsturbinen s,Sonstige Energietraeger (nicht erneuerbar),1.2,26197,Großenkneten
SEE979360835242,Dampfturbineneinheit 2,dampfturbineneinheit 2,Abfall,2.8,42655,Solingen
SEE988071059649,V159 ET,v159 et,Sonstige Energietraeger (nicht erneuerbar),2.25,67063,Ludwigshafen
SEE989591633753,Kraftwerk Jänschwalde Block C,kraftwerk jänschwalde block c,Braunkohle,500.0,03185,Teichland
SEE997242656822,GT 3,gt 3,Erdgas,33.0,99087,Erfurt
SEE998261618013,Turbine 1,turbine 1,Abfall,4.93,31789,Hameln
SEE998778600532,WUN Pellets - BHKW-Modul I,wun pellets - bhkw-modul i,Erdgas,4.41,95632,Wunsiedel
SEE972598164399,Dampfturbine,dampfturbine,Erdgas,2.04,21107,Hamburg
SEE981003349412,T6,t6,Abfall,14.44,24534,Neumünster
SEE991322361361,Pfreimd R1,pfreimd r1,Pumpspeicher,33.0,92555,Trausnitz
SEE994335340088,HKW DT,hkw dt,Braunkohle,16.958,15236,Frankfurt
SEE997355230520,BHKW 1 Alfred-Leikam-Straße SHA,bhkw 1 alfred-leikam-straße sha,Biomasse,7.549,74523,Schwäbisch Hall
SEE998292984538,illwerke vkw Kopswerk II M1,illwerke vkw kopswerk ii m1,Pumpspeicher,175.0,A-6793,Gaschurn
SEE979257485857,Alzwerk Maschine 4,alzwerk maschine 4,Wasser,10.08,84489,Burghausen
SEE946501569267,TG8,tg8,Erdgas,12.0,47443,Moers
SEE946934017984,EBS-HKW Rostock,ebs-hkw rostock,Abfall,18.5,18147,Rostock
SEE990778985312,GuD West 50 Gasturbine,gud west 50 gasturbine,Erdgas,101.0,38440,Wolfsburg
SEE994429144455,HKW West Block 4,hkw west block 4,Erdgas,110.755,60327,Frankfurt
SEE996357195448,Koblenz Maschine 3,koblenz maschine 3,Wasser,4.0,56073,Koblenz
SEE973737205324,Irsching 5 GT1,irsching 5 gt1,Erdgas,282.0,85088,Vohburg
SEE984944424651,Obervermuntwerk II Maschine 2 Turbine,obervermuntwerk ii maschine 2 turbine,Pumpspeicher,190.0,A-6794,Partenen
SEE986030306643,MHKW DTS,mhkw dts,Abfall,15.0,55120,Mainz
SEE986713152253,W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 4,w050-ts_mercedes-benz werk sindelfingen hkw turbine 4,Erdgas,28.5,71063,Sindelfingen
SEE991627285584,KWK-Anlage: Generator 4 (Gas),kwk-anlage generator 4,Erdgas,4.5,50127,Bergheim
SEE969707026280,LEV KWG G23,lev kwg g23,Steinkohle,5.484,51373,Leverkusen
SEE970114818481,Kraftwerk UB DT3,kraftwerk ub dt3,Waerme,12.0,36414,Unterbreizbach
SEE971801168636,Turboeinheit 2 Dampfturbine 40 t Gen 6 MW,turboeinheit 2 dampfturbine 40 t gen 6 mw,Erdgas,5.7,13353,Berlin
SEE977934115554,HKW West M11 (2024),hkw west m11,Erdgas,2.282,99867,Gotha
SEE978888539755,Mittel-Niederdruckdampfturbine,mittel-niederdruckdampfturbine,Erdgas,45.0,03052,Cottbus
SEE980004472600,KWK Neumarkt,kwk neumarkt,Biomasse,15.275,92318,Neumarkt
SEE970377695522,Gasmotoren-Blockheizkraftwerk I (Generator 7),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE974201537415,Huntorf GT,huntorf gt,Erdgas,321.0,26931,Elsfleth
SEE975343602986,KWK-Anlage: Generator 2,kwk-anlage generator 2,Braunkohle,9.9,50127,Bergheim
SEE976549634931,SWD KWF GTKW,swd kwf gtkw,Mineraloelprodukte,86.2,40233,Düsseldorf
SEE971686772294,Kraftwerk Teufelsbruck MS2,kraftwerk teufelsbruck ms2,Wasser,5.0,83564,Soyen
SEE973101826070,Kraftwerk Plattling GT,kraftwerk plattling gt,Erdgas,78.157,94447,Plattling
SEE977891692877,Kraftwerk Ering-Frauenstein MS2,kraftwerk ering-frauenstein ms2,Wasser,24.3,94140,Ering
SEE979353792927,Küstenkraftwerk K.I.E.L Motor 18,küstenkraftwerk k i e l motor 18,Erdgas,9.456,24149,Kiel
SEE987197130805,Tiefstack HKW Block 20,tiefstack hkw block 20,Steinkohle,189.0,22113,Hamburg
SEE992472260238,Fernwärmekraftwerk Kassel DT1,fernwärmekraftwerk kassel dt1,Braunkohle,20.1,34134,Kassel
SEE993957305321,G25,g25,Erdgas,13.52,36039,Fulda
SEE994210380116,Kombi-HKW DT,kombi-hkw dt,Erdgas,9.76,34134,Kassel
SEE995184714136,Solar Zerbst Batterie,solar zerbst batterie,Batteriespeicher,17.56,39261,Zerbst
SEE998877345112,Biomethan BHKW 5 Hannover Stöcken,biomethan bhkw 5 hannover stöcken,Biomasse,4.5,30419,Hannover
SEE990521990150,GBS KW Bexbach,gbs kw bexbach,Batteriespeicher,15.0,66450,Bexbach
SEE997674469793,P35,p35,Erdgas,2.0,68167,Mannheim
SEE998278854237,SWM HKW Nord 3 T30,swm hkw nord 3 t30,Abfall,22.0,85774,Unterföhring
SEE952165584195,PSW Markersbach PSS B,psw markersbach pss b,Pumpspeicher,174.2,08352,Raschau-Markersbach
SEE952857304476,Prüfstand 32,prüfstand 32,Erdgas,1.78,86153,Augsburg
SEE971815239520,BESS - DE - ARZBERG - GMRW,bess - de - arzberg - gmrw,Batteriespeicher,50.5,95659,Arzberg
SEE999106955379,Tiefstack GuD GT42,tiefstack gud gt42,Erdgas,50.0,22113,Hamburg
SEE979557573551,KIT_CN_BHKW_612,kit_cn_bhkw_612,Erdgas,1.98,76344,Eggenstein-Leopoldshafen
SEE979656996589,BioHKW Herbrechtingen GmbH,biohkw herbrechtingen gmbh,Biomasse,15.7,89542,Herbrechtingen
SEE986413873564,MHKW_Gen2,mhkw_gen2,Abfall,13.3,28219,Bremen
SEE994239952295,trlyr 3,trlyr 3,Batteriespeicher,10.35,95369,Untersteinach
SEE994615652641,Wasserkraftwerk Langwedel,wasserkraftwerk langwedel,Wasser,6.468,27337,Blender
SEE980794086872,Generator 4,generator 4,Erdgas,8.5,38315,Schladen
SEE981351966712,M_02,m_02,Biomasse,2.004,53474,Bad Neuenahr-Ahrweiler
SEE985842749525,Boxberg Block N,boxberg block n,Braunkohle,500.0,02943,Boxberg
SEE998526561375,SN-Süd-GUD-DT,sn-süd-gud-dt,Erdgas,18.9034,19061,Schwerin
SEE992079247007,Gasmotoren-Blockheizkraftwerk I (Generator 8),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE994080011080,Walchenseekraftwerk E Pe4,walchenseekraftwerk e pe4,Wasser,13.0,82431,Kochel
SEE996285049943,KW3 DT32,kw3 dt32,Erdgas,139.7,55120,Mainz
SEE997706570718,GT3,gt3,Erdgas,5.025,28237,Bremen
SEE998644964959,Gasturbine 1 Jena,gasturbine 1 jena,Erdgas,39.0,07745,Jena
SEE999790559914,BESS Jardelund,bess jardelund,Batteriespeicher,48.0,24994,Jardelund
SEE950047894776,W059-RD_Geb. 122/III,w059-rd_geb 122 iii,Mineraloelprodukte,9.44,70327,Stuttgart
SEE953784241926,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine DT 9,pkv dampfsammelschienen-kwk-anlage generator turbine dt 9,Waerme,13.167,26316,Varel
SEE954971534470,Bexbach,bexbach,Steinkohle,726.0,66450,Bexbach
SEE955526290162,KIT_CN_BHKW_266_MPP2,kit_cn_bhkw_266_mpp2,Erdgas,4.432,76344,Eggenstein-Leopoldshafen
SEE958335974377,Dampfturbine,dampfturbine,Abfall,12.5,56626,Andernach
SEE958712241351,Batteriespeicher Marktleugast,batteriespeicher marktleugast,Batteriespeicher,15.0,95352,Marktleugast
SEE989771083484,LEV KWG G02,lev kwg g02,Steinkohle,8.234,51373,Leverkusen
SEE993408840296,"Kraftwerk I, EKT16",kraftwerk i ekt16,Steinkohle,45.99,45772,Marl
SEE995899706617,Gersteinwerk I GT (I1),gersteinwerk i gt,Erdgas,55.0,59368,Werne
SEE996145759296,Kraftwerk UB GT2,kraftwerk ub gt2,Erdgas,5.5,36414,Unterbreizbach
SEE998111672394,IKW Wählitz,ikw wählitz,Braunkohle,31.0,06679,Hohenmölsen
SEE960935066536,TG7,tg7,Erdgas,7.5,47443,Moers
SEE965755251490,WKW Dettingen M1,wkw dettingen m1,Wasser,3.6,88451,Dettingen
SEE967441234602,GT1,gt1,Erdgas,22.4,49808,Lingen
SEE954281393200,Straubing K3,straubing k3,Wasser,7.1667,94315,Straubing
SEE960254517375,TG6,tg6,Erdgas,10.1,49808,Lingen
SEE960652233358,Schkopau A,schkopau a,Braunkohle,450.0,06258,Schkopau
SEE961226195928,Kraftwerk Feldkirchen MS2,kraftwerk feldkirchen ms2,Wasser,12.733,83543,Rott
SEE962934119541,HKW Charlottenburg Gasturbine 5,hkw charlottenburg gasturbine 5,Erdgas,72.0,10589,Berlin
SEE973496721325,Gersthofen M2,gersthofen m2,Wasser,1.969,86368,Gersthofen
SEE975561989005,Vianden M10,vianden m10,Pumpspeicher,196.0,9463,Stolzembourg
SEE979899728817,KWK006-3,kwk006-3,Erdgas,4.241,47804,Krefeld
SEE981577567892,Turbine 2,turbine 2,Erdgas,6.92,67468,Neidenfels
SEE987278903410,Ma 4,ma 4,Sonstige Energietraeger (nicht erneuerbar),31.5,38239,Salzgitter
SEE991316727548,Kraftwerk Gars MS1,kraftwerk gars ms1,Wasser,5.0,83536,Gars
SEE992196002671,Niederaichbach K3,niederaichbach k3,Wasser,5.4,84051,Essenbach
SEE994661495704,Spitzenlastkraftwerk Veits Dieseltandem 3,spitzenlastkraftwerk veits dieseltandem 3,Mineraloelprodukte,5.0,87448,Waltenhofen
SEE974949152857,Batteriespeicher,batteriespeicher,Batteriespeicher,9.0,67063,Ludwigshafen
SEE975302241416,Walchenseekraftwerk E Pe2,walchenseekraftwerk e pe2,Wasser,13.0,82431,Kochel
SEE977519384276,Trier Maschiene 3,trier maschiene 3,Wasser,4.7,54294,Trier
SEE980013554151,BHKW Ford Saarlouis Modul 2,bhkw ford saarlouis modul 2,Erdgas,4.322,66740,Saarlouis
SEE985205009518,Dampfturbine I Südzucker Offenau,dampfturbine i südzucker offenau,Waerme,7.344,74254,Offenau
SEE989756000338,Gersthofen M3,gersthofen m3,Wasser,1.969,86368,Gersthofen
SEE992187994404,HKW Mitte Dampfturbine,hkw mitte dampfturbine,Waerme,116.0,10179,Berlin
SEE998177335011,Holzkraftwerk,holzkraftwerk,Biomasse,1.45,33611,Bielefeld
SEE998387657606,VW Baunatal Dampfturbine,vw baunatal dampfturbine,Waerme,29.304,34225,Baunatal
SEE998559811041,NEZ Adlershof Modul 3,nez adlershof modul 3,Erdgas,1.97,12489,Berlin
SEE999173384836,GM8,gm8,Erdgas,4.457,83022,Rosenheim
SEE999195292805,016 BHKW Modul 1,016 bhkw modul 1,Erdgas,2.05,53127,Bonn
SEE967069763799,SWM Leitzach 1 M11,swm leitzach 1 m11,Pumpspeicher,48.0,83620,Feldkirchen-Westerham
SEE998984420832,HKW Nord Generator A,hkw nord generator a,Waerme,61.0,38440,Wolfsburg
SEE999585452499,HKW Linden GT1,hkw linden gt1,Erdgas,82.0,30449,Hannover
SEE932484697615,SWM Leitzach 2 M22,swm leitzach 2 m22,Pumpspeicher,22.0,83620,Feldkirchen-Westerham
SEE939346315557,Speicher Beilrode I - Teilanlage 5,speicher beilrode i - teilanlage 5,Batteriespeicher,5.6,04886,Beilrode
SEE939662192023,Windpark Reußenköge Batteriespeicher 1,windpark reußenköge batteriespeicher 1,Batteriespeicher,6.4,25821,Reußenköge
SEE941619779157,Trier Maschine 2,trier maschine 2,Wasser,4.7,54294,Trier
SEE958909269267,IPH Ersatzbrennstoffverbrennung Turbine,iph ersatzbrennstoffverbrennung turbine,Abfall,71.0,65929,Frankfurt
SEE961196425506,Zeltingen Maschine 4,zeltingen maschine 4,Wasser,3.4,54492,Zeltingen-Rachtig
SEE961202959384,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine GT 8b,pkv dampfsammelschienen-kwk-anlage generator turbine gt 8b,Erdgas,6.127,26316,Varel
SEE963398776042,GT11,gt11,Erdgas,46.5,64293,Darmstadt
SEE963962520354,BHKW1 Chemnitzer Straße 40,bhkw1 chemnitzer straße 40,Erdgas,4.313,09599,Freiberg
SEE965966201352,Biggekraftwerk Generator 2,biggekraftwerk generator 2,Wasser,4.8,57439,Attendorn
SEE996794687834,Merching K(Ro)2,merching k 2,Wasser,4.0,86504,Merching
SEE997586162263,RKI Iffezheim M1,rki iffezheim m1,Wasser,27.0,76473,Iffezheim
SEE990603147649,"Heizkraftwerk Bonn-Nord, Gasturbine 1 der GuD-Anlage",heizkraftwerk bonn-nord gasturbine 1 der gud-anlage,Erdgas,20.5,53115,Bonn
SEE990935582224,Kraftwerk HA GT3,kraftwerk ha gt3,Erdgas,6.0,36269,Philippsthal
SEE971876915975,Gasmotoren-Blockheizkraftwerk II (Generator 1),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE972779194474,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 5",motor-heizkraftwerk chemnitz-nord motor 5,Erdgas,12.538,09114,Chemnitz
SEE977356213593,Heimbach Maschine 2,heimbach maschine 2,Wasser,8.0,52396,Heimbach
SEE987119743892,PSW Glems 2,psw glems 2,Pumpspeicher,45.0,72555,Metzingen
SEE972356296461,Gasturbine,gasturbine,Erdgas,38.498,79108,Freiburg
SEE969540726491,IPH Strom GTX3,iph strom gtx3,Erdgas,49.8,65929,Frankfurt
SEE972180197972,Ingolstadt E K2,ingolstadt e k2,Wasser,6.6,85049,Ingolstadt
SEE974434785997,Kraftwerk Perach MS3,kraftwerk perach ms3,Wasser,6.466,84567,Perach
SEE975793104498,GM4,gm4,Erdgas,10.283,83022,Rosenheim
SEE988996320985,P31,p31,Erdgas,1.84,68167,Mannheim
SEE989785638618,Regensburg KWK 3,regensburg kwk 3,Erdgas,2.678,93055,Regensburg
SEE946709181179,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 4",motor-heizkraftwerk chemnitz-nord motor 4,Erdgas,12.538,09114,Chemnitz
SEE952488583202,Kraftwerk HA DT1,kraftwerk ha dt1,Waerme,28.0,36269,Philippsthal
SEE957639615832,Prüfstand 15,prüfstand 15,Erdgas,13.84,86153,Augsburg
SEE960430412456,Gasmotoren-Blockheizkraftwerk II (Generator 5),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE955937262338,Turbosatz 1,turbosatz 1,Abfall,21.1,46049,Oberhausen
SEE957201039868,GuD Anlage DREWSEN Spezialpapiere (Gasturbine),gud anlage drewsen spezialpapiere,Erdgas,7.0,29331,Lachendorf
SEE994418588468,Emsland C DT,emsland c dt,Erdgas,359.0,49808,Lingen
SEE982563254987,KW2 GT26,kw2 gt26,Erdgas,90.0,55120,Mainz
SEE982923767645,WKW Dettingen M3,wkw dettingen m3,Wasser,3.6,88451,Dettingen
SEE991810618885,Fankel Maschine 4,fankel maschine 4,Wasser,4.1,56814,Bruttig-Fankel
SEE974236609859,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 6",motor-heizkraftwerk chemnitz-nord motor 6,Erdgas,12.538,09114,Chemnitz
SEE977050146562,GT2,gt2,Erdgas,5.025,28237,Bremen
SEE980008908440,WKW III,wkw iii,Wasser,18.5,84579,Unterneukirchen
SEE980130244065,BHKW 2 - GOM 1,bhkw 2 - gom 1,Erdgas,4.207,85356,München-Flughafen
SEE983509659989,BHKW KW5 52,bhkw kw5 52,Erdgas,9.93,55120,Mainz
SEE963817764100,HKW Nord GT,hkw nord gt,Erdgas,25.0,38112,Braunschweig
SEE971995083203,BHKW Braunschweig,bhkw braunschweig,Erdgas,10.4,38112,Braunschweig
SEE979958690659,KWK Adlershof Modul 3,kwk adlershof modul 3,Erdgas,4.39,12489,Berlin
SEE980976424690,PKV Dampfsammelschienen-KWK-Anlage Generator/ Turbine GT 6,pkv dampfsammelschienen-kwk-anlage generator turbine gt 6,Erdgas,7.662,26316,Varel
SEE955867610100,Batteriespeicher Premnitz,batteriespeicher premnitz,Batteriespeicher,7.0,14727,Premnitz
SEE963827374382,Kirchmöser DT,kirchmöser dt,Erdgas,56.0,14774,Brandenburg
SEE964290104919,BHKW KW5 53,bhkw kw5 53,Erdgas,9.93,55120,Mainz
SEE993713255198,W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 5,w050-ts_mercedes-benz werk sindelfingen hkw turbine 5,Erdgas,19.771,71063,Sindelfingen
SEE995943794058,2MKA,2mka,Mineraloelprodukte,106.0,16303,Schwedt
SEE997470241692,Batterie Dörverden,batterie dörverden,Batteriespeicher,5.0,27313,Dörverden
SEE998116131216,NEZ Adlershof Modul 2,nez adlershof modul 2,Erdgas,1.97,12489,Berlin
SEE968905495126,RKI Iffezheim M4,rki iffezheim m4,Wasser,27.0,76473,Iffezheim
SEE970980016073,KWK006-1,kwk006-1,Erdgas,4.241,47804,Krefeld
SEE974051053875,Turbine 4,turbine 4,Abfall,13.85,26826,Weener
SEE975188536989,HKW-Römerbrücke GuD-Anlage,hkw-römerbrücke gud-anlage,Erdgas,40.0,66121,Saarbrücken
SEE976320012538,Block2,block2,Sonstige Energietraeger (nicht erneuerbar),97.0,38239,Salzgitter
SEE977583940965,BHKW Hafen - Modul 7,bhkw hafen - modul 7,Erdgas,2.176,59067,Hamm
SEE979779484642,HKW-Römerbrücke Dampfturbinenanlage DT2,hkw-römerbrücke dampfturbinenanlage dt2,Erdgas,53.0,66121,Saarbrücken
SEE989393516094,Gasturbinenkraftwerk Thyrow GT D,gasturbinenkraftwerk thyrow gt d,Erdgas,37.104,15806,Zossen
SEE992398329613,Biomasse-HKW Oberkirch,biomasse-hkw oberkirch,Biomasse,20.0,77704,Oberkirch
SEE996080766151,Waldeck 2 F2,waldeck 2 f2,Pumpspeicher,240.0,34549,Edertal
SEE998534788504,Waldeck 1 Pumpspeicher,waldeck 1 pumpspeicher,Pumpspeicher,75.0,34549,Edertal
SEE986936308987,KWK-Anlage: Generator 1,kwk-anlage generator 1,Braunkohle,9.9,50127,Bergheim
SEE989392899242,HKWH Gasturbine 7,hkwh gasturbine 7,Erdgas,5.336,24116,Kiel
SEE963949142524,SWM Uppenborn 1 Gen2,swm uppenborn 1 gen2,Wasser,8.8,85368,Wang
SEE964408218132,ZF-FRD-W04-G22-Prüfstand-844078,zf-frd-w04-g22-prüfstand-844078,Mineraloelprodukte,1.672,88046,Friedrichshafen
SEE970444408703,Kraftwerk Fulda Aggregat 3B,kraftwerk fulda aggregat 3b,Mineraloelprodukte,2.76,36043,Fulda
SEE972694764301,MHKW_Gen1,mhkw_gen1,Abfall,2.6,28219,Bremen
SEE991817093418,Kraftwerk Jänschwalde Block A,kraftwerk jänschwalde block a,Braunkohle,500.0,03185,Teichland
SEE995833202618,TW Gottfrieding K (Ro) 1,tw gottfrieding k 1,Wasser,5.0,84177,Gottfrieding
SEE965203033722,BHKW Neu-Ulm M4,bhkw neu-ulm m4,Erdgas,2.622,89231,Neu-Ulm
SEE965730885047,Vianden M1,vianden m1,Pumpspeicher,100.0,9463,Stolzembourg
SEE966202630769,BHKW Hastedt Motor 09,bhkw hastedt motor 09,Erdgas,11.6794,28207,Bremen
SEE988465448257,Dessau K(Ro)2,dessau k 2,Wasser,3.433,86977,Burggen
SEE988616317180,Generator 4,generator 4,Erdgas,11.41,65203,Wiesbaden
SEE991039408854,Gasturbine 1,gasturbine 1,Erdgas,5.49,79106,Freiburg
SEE966521084113,Fankel Maschine 3,fankel maschine 3,Wasser,4.1,56814,Bruttig-Fankel
SEE967078876749,Straubing K2,straubing k2,Wasser,7.1667,94315,Straubing
SEE969698095906,FHKW DT6,fhkw dt6,Waerme,5.4866,67063,Ludwigshafen
SEE970143794190,Gasmotoren-Blockheizkraftwerk II (Generator 8),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE970554561831,Kraftwerk HA DT2,kraftwerk ha dt2,Waerme,21.375,36269,Philippsthal
SEE982798043462,ZF-FRD-W04-G32-Prüfstand-A01,zf-frd-w04-g32-prüfstand-a01,Mineraloelprodukte,1.756,88046,Friedrichshafen
SEE982694984074,BHKW 1,bhkw 1,Erdgas,1.999,79106,Freiburg
SEE987807988154,Audorf GT,audorf gt,Mineraloelprodukte,90.0,24783,Osterrönfeld
SEE976107471893,bnBm GasKW BIB GT11,bnbm gaskw bib gt11,Erdgas,34.4,68647,Biblis
SEE976415135319,BHKW Kre,bhkw kre,Erdgas,14.0,47809,Krefeld
SEE977956291342,BHKW Ford Saarlouis Modul 1,bhkw ford saarlouis modul 1,Erdgas,4.322,66740,Saarlouis
SEE982367992610,Franken GT2,franken gt2,Erdgas,53.0,90449,Nürnberg
SEE995527175044,Gasmotoren-Blockheizkraftwerk I (Generator 9),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE999117793854,Weisweiler H VGT,weisweiler h vgt,Erdgas,200.0,52249,Eschweiler
SEE976392258995,Geisling K2,geisling k2,Wasser,8.333,93102,Pfatter
SEE980461358011,BESS Leuna 1,bess leuna 1,Batteriespeicher,46.332,06217,Merseburg
SEE986461420765,W059-RD_Geb. 122/1,w059-rd_geb 122 1,Mineraloelprodukte,4.344,70327,Stuttgart
SEE987970110314,Trianel Gaskraftwerk Hamm Block 10,trianel gaskraftwerk hamm block 10,Erdgas,445.0,59071,Hamm
SEE990151320914,KWK-Anlage,kwk-anlage,Biomasse,15.13,85092,Kösching
SEE992491089179,F18BHKW,f18bhkw,Erdgas,1.968,40589,Düsseldorf
SEE992625046054,Mühltal F2,mühltal f2,Wasser,3.73,82064,Straßlach-Dingharting
SEE992841152355,Gasturbinenkraftwerk Thyrow GT A,gasturbinenkraftwerk thyrow gt a,Erdgas,37.104,15806,Zossen
SEE994422897143,"HKW Pfaffenwald, Generator 60",hkw pfaffenwald generator 60,Erdgas,11.6,70569,Stuttgart
SEE997562455938,BHKW Obere Viehweide M1 (Waldhäuser Str 100),bhkw obere viehweide m1,Erdgas,3.293,72076,Tübingen
SEE987679030500,Gasmotoren-Blockheizkraftwerk I (Generator 3),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE987143958569,PSW Hohenwarte 2 PSS G,psw hohenwarte 2 pss g,Pumpspeicher,39.7,07338,Hohenwarte
SEE988933769624,ZF-FRD-W04-G32-Prüfstand-B01,zf-frd-w04-g32-prüfstand-b01,Mineraloelprodukte,1.756,88046,Friedrichshafen
SEE992769312817,Kraftwerk UB GT1,kraftwerk ub gt1,Erdgas,4.95,36414,Unterbreizbach
SEE997722783727,Dornau K1,dornau k1,Wasser,10.945,86956,Schongau
SEE997894865399,Kraftwerk UB DT2,kraftwerk ub dt2,Waerme,4.5,36414,Unterbreizbach
SEE998204314217,PST_209,pst_209,Erdgas,4.4175,88048,Friedrichshafen
SEE979958390276,Emsland D DT,emsland d dt,Erdgas,340.0,49808,Lingen
SEE983237534152,GT11800,gt11800,Erdgas,29.989,50769,Köln
SEE985143270643,BHKW Neu-Ulm M1,bhkw neu-ulm m1,Erdgas,2.622,89231,Neu-Ulm
SEE986249505394,Heizkraftwerk Leipzig Nord DT8C,heizkraftwerk leipzig nord dt8c,Erdgas,25.609,04105,Leipzig
SEE997867646000,"Heizkraftwerk Bonn-Nord, Dampfturbine GuD-Anlage",heizkraftwerk bonn-nord dampfturbine gud-anlage,Erdgas,62.0,53115,Bonn
SEE990760688887,MHKW EBT,mhkw ebt,Abfall,5.0,55120,Mainz
SEE997770651436,BHKW KW5 57,bhkw kw5 57,Erdgas,9.93,55120,Mainz
SEE999735538103,Fankel Maschine 2,fankel maschine 2,Wasser,4.1,56814,Bruttig-Fankel
SEE990635906900,W059-RD_Beb. 122/4,w059-rd_beb 122 4,Mineraloelprodukte,7.862,70327,Stuttgart
SEE990811648037,KW Häusern MS B2,kw häusern ms b2,Pumpspeicher,30.0,79837,Häusern
SEE992738364885,PSW Hohenwarte 2 PSS F,psw hohenwarte 2 pss f,Pumpspeicher,39.7,07338,Hohenwarte
SEE997526539162,Kraftwerk-Kirchlengern_GT2,kraftwerk-kirchlengern_gt2,Mineraloelprodukte,19.0,32278,Kirchlengern
SEE965777272787,Walchenseekraftwerk E Pe1,walchenseekraftwerk e pe1,Wasser,13.0,82431,Kochel
SEE987993663941,Querdel SKW Biomethan3,querdel skw biomethan3,Biomasse,3.352,48336,Sassenberg
SEE990877363660,GTS1,gts1,Erdgas,1.088,49479,Ibbenbüren
SEE991039363757,Gersthofen BS1,gersthofen bs1,Batteriespeicher,12.52,86368,Gersthofen
SEE994055148599,Heizkraftwerk an der Friedensbrücke DampfturbineIV,heizkraftwerk an der friedensbrücke dampfturbineiv,Erdgas,20.5,97080,Würzburg
SEE998802179607,BMHKW Horn,bmhkw horn,Biomasse,21.2,32805,Horn-Bad Meinberg
SEE974189836364,PSW Goldisthal PSS B,psw goldisthal pss b,Pumpspeicher,263.0,98746,Goldisthal
